Date,Solar,Wind,Hydro,Biomass
2015-05-31,45.46983553169872,46.62487290074356,45.92821395888325,34.13173804763491
2015-06-30,47.61710718248666,46.18324492687323,29.80127536721174,32.94732917276703
2015-07-31,43.848485764291254,45.977147037698714,40.69975819870016,37.153799414822444
2015-08-31,47.59124385496639,46.02214110477961,32.26736420703427,31.35114536477357
2015-09-30,46.18168226869129,46.32720185212648,37.6681237178698,31.48184663821909
2015-10-31,43.67754396199108,46.89448141324943,44.81788770111662,32.15605341878937
2015-11-30,47.21321907458975,47.719252872077575,41.68809684995996,29.300595648154577
2015-12-31,51.259270989720484,48.790034268897216,38.145181521267,32.69042544050944
2016-01-31,47.053812205250786,50.088889818136444,40.669687324291964,32.41721854786035
2016-02-29,52.37135032228073,51.59190043584725,47.366532065524154,34.42981983101693
2016-03-31,40.33431307482754,53.26979123306526,42.87907136502453,35.006092596715604
2016-04-30,51.17538493248051,55.08869951338294,47.846356556997996,38.26847071068984
2016-05-31,49.486947656327416,57.01106312708479,48.36262969055842,36.61052509572694
2016-06-30,48.84491343247336,58.996605876757876,46.785714931824536,33.74941849512681
2016-07-31,50.53334684573554,61.00339412324211,59.18366003505349,33.299944850851666
2016-08-31,44.81148680458442,62.98893687291518,54.35533375832886,36.27416092365817
2016-09-30,50.631306917132626,64.91130048661705,44.91890745469947,32.84340455370065
2016-10-31,52.877789327438464,66.73020876693471,54.94527936718461,39.34033688654742
2016-11-30,56.756262779385835,68.40809956415272,52.70471307114097,38.229847983378065
2016-12-31,51.28389902259841,69.91111018186355,59.87883117785306,35.126164824822844
2017-01-31,50.92935790099786,71.20996573110277,54.37375641328495,32.83179545794728
2017-02-28,52.36569661118187,72.28074712792241,58.11007746055428,39.15935765155663
2017-03-31,57.13330312729977,73.10551858675056,61.55786380267465,36.41608159981734
2017-04-30,55.88947913543066,73.67279814787352,63.907169595652945,39.31434230136628
2017-05-31,53.830074227408566,73.9778588952204,56.480586679984015,33.843402746927396
2017-06-30,57.47528617030781,74.02285296230129,60.70727761943409,36.02705640570536
2017-07-31,56.74284555126993,73.81675507312679,60.829882617777436,37.429842238146044
2017-08-31,59.87367690708254,73.37512709925645,60.717103377515926,37.706864413335936
2017-09-30,55.377711686109876,72.719709809588,70.90542231674776,36.90632066994473
2017-10-31,57.01701356020669,71.87785252292474,65.88577458827112,39.245699864695
2017-11-30,57.33980457286159,70.8817956258189,59.55083782415619,36.05830752833158
2017-12-31,54.64171322011977,69.7678247781207,68.49847265314077,38.10233780415096
2018-01-31,60.43674792796792,68.57531899480895,73.45089784938504,38.821236424714115
2018-02-28,60.84768194557192,67.34571757672893,69.12909078830765,39.80307121650459
2018-03-31,60.5959855312177,66.12143299178102,58.86017227622946,40.390971691661655
2018-04-30,60.39301279342294,64.94473822604047,62.84100847285208,36.9120061389049
2018-05-31,57.36679099965521,63.85665779404406,69.58880137973956,36.286610368206176
2018-06-30,60.86709628976843,62.895891501484485,61.33829724833069,42.10374074057121
2018-07-31,61.61701774074227,62.09779919432813,65.4989910438974,40.40656350783015
2018-08-31,60.75445851491578,61.493473128451114,66.286832712011,38.43851079785463
2018-09-30,63.19356221984068,61.10892229525403,58.85852003391423,43.23133620910956
2018-10-31,65.40570095754039,60.96439010166054,61.623534629818295,40.553929913747005
2018-11-30,70.36823512298643,61.073823304485785,48.114038299844445,42.87472340038572
2018-12-31,65.74953989010841,61.44450613115333,56.12624682905241,40.844714382175056
2019-01-31,66.51458665603927,62.07686918523898,58.29105143252324,45.02472165621559
2019-02-28,66.03472676883052,62.964478150014514,53.32661485842714,44.60745587843479
2019-03-31,61.01787990248998,64.09420258634282,63.80917465369275,40.79239428368701
2019-04-30,67.2107809542975,65.4465603966791,50.47292443745063,43.427012869650646
2019-05-31,67.9871422427263,66.99622891850883,53.30658568189329,42.968171254009
2019-06-30,75.71230698261714,68.71270923919379,54.429714577289175,44.60823085700019
2019-07-31,68.261626783076,70.56112630458816,58.48616947504456,40.13466920787205
2019-08-31,70.25948073667824,72.50314383137146,45.77407622509372,43.63016743612591
2019-09-30,69.76683243281975,74.49797002128346,54.956659288687774,44.568461876924985
2019-10-31,66.88106266133494,76.50342769334968,49.129418882108524,39.12768231747635
2019-11-30,74.33169424999667,78.47706076024332,43.95292238746576,40.47219265208781
2019-12-31,73.67515393676999,80.3772480214777,48.53177498908214,38.953793708995924
2020-01-31,74.30857971209689,82.16429505417373,46.30579193769351,42.68699278272379
2020-02-29,69.72345053884159,83.80147555673432,41.964376757940485,44.854439350301604
2020-03-31,77.17612486829216,85.25599482681147,43.537160062522084,46.6176173299985
2020-04-30,69.2783177793651,86.4998500976803,40.65369526181065,43.95464117374277
2020-05-31,75.76057128140081,87.51056516295154,41.6372905966179,47.257231091142586
2020-06-30,81.087495909688,88.27178001747465,42.87793545725086,41.433345470666985
2020-07-31,72.06064908912407,88.77368004578913,45.683857388909125,40.98033189548324
2020-08-31,73.84949390796588,89.01325349879204,33.56893550491769,44.469549763497085
2020-09-30,76.36347022429518,88.99437050397808,46.30815252715976,45.54232444626571
2020-10-31,75.07021819894172,88.72768153649686,29.303792235400863,44.90235243929568
2020-11-30,72.44478390034999,88.23033801453826,35.92579152629654,41.02640612250089
2020-12-31,77.81859215022453,87.52554234894791,38.395458281842295,45.176598630651846
2021-01-31,74.9421211168862,86.64193925107276,36.76710738232691,42.93944809576448
2021-02-28,80.06593858222813,85.61286426727071,32.84760666580974,47.08128058153105
2021-03-31,76.40301761987924,84.47546925403203,34.29749684928869,46.66868036316144
2021-04-30,84.32722256989132,83.26974773600335,33.04724865379888,44.2492726854098
2021-05-31,77.84378851008806,82.03748571567606,32.649472782670934,45.294846810487904
2021-06-30,79.74349287073781,80.82116545920218,38.49151343031935,44.39770198848016
2021-07-31,83.6663581037219,79.66285101642679,36.70526793470208,46.58431922480849
2021-08-31,78.04934253456909,78.60308471240836,32.78638686269403,48.81351044745409
2021-09-30,82.9404443199414,77.67982355987455,39.5321175195268,45.1253221008773
2021-10-31,86.69562181123437,76.92744349477373,37.63101436171485,48.29841561168085
2021-11-30,78.46787287696147,76.37583755781114,40.21069342708877,46.42335573099705
2021-12-31,84.36035318850013,76.04963168028007,40.12085749541958,46.09167369031402
2022-01-31,85.10222902790655,75.96753864726573,35.01090307061314,47.656907022026374
2022-02-28,87.18417829275128,76.14186718635398,36.88738403077532,45.994031484193506
2022-03-31,81.64398657704318,76.5781990604149,42.98992830007038,47.15076590543467
2022-04-30,81.90959790268266,77.27524263560937,43.380568577436634,46.05585711804811
2022-05-31,87.95292147104425,78.22486676611743,41.85333853825744,52.574611556155354
2022-06-30,87.79417982615118,79.41231410665546,43.457080393361046,48.90923678136281
2022-07-31,88.17083338974732,80.81658825674106,49.195321756453914,47.63280704853096
2022-08-31,88.97482849945867,82.411004580361,42.85412750109691,49.653766273081345
2022-09-30,86.41153873849034,84.16389025083662,48.575951957242815,49.19469873932802
2022-10-31,89.66450302696688,86.03941515590635,46.769672349141004,49.17096402674
2022-11-30,90.36308838763797,87.9985318650575,47.914506582873095,51.03478501299008
2022-12-31,87.8569457459209,89.99999999999999,54.39510740794875,51.51501542009461
