Subject,Score
Science,56.493365689338674
Science,72.68562974806028
Science,61.37696286273895
Science,76.73592430635182
Science,62.805757657661964
Science,87.4993440501754
Science,64.16746707663764
Science,68.77938483794324
Science,80.1351721736967
Science,59.69135683566045
Science,74.2745993460413
Science,85.07142754282428
Science,55.92516765438772
Science,73.84633858532304
Science,74.59882794248423
Science,79.8182287177731
Science,59.63049289121918
Science,58.795433869157236
Science,77.21941565616898
Science,74.96984673233186
Science,74.50492850345877
Science,75.46448209496975
Science,65.1997527842151
Science,74.32253697161003
Science,74.93072473298682
Science,64.85648581973632
Science,90.65774511144757
Science,76.73832920911788
Science,60.08696502797351
Science,78.5655360863383
Science,62.253183297726785
Science,79.87084603742451
Science,83.58595579007404
Science,63.7931768164829
Science,81.63376129244322
Science,76.12780926936499
Science,80.2206015999449
Science,90.96792982653947
Science,69.5461188399713
Science,64.4626383564251
Science,63.10485570374477
Science,63.841897150345616
Science,71.22898290585896
Science,75.41151974816644
Science,74.7669079933002
Science,80.27183249036024
Science,72.13001891877907
Science,86.53534077157317
Science,69.35343166762044
Science,99.20169166589619
Science,78.25667347765007
Science,63.42842443583717
Science,61.29107501938888
Science,76.82472415243186
Science,69.7653721467415
Science,79.14000494092092
Science,76.73237624573545
Science,71.27171087343127
Science,63.532062819315954
Science,56.851527753141355
Science,67.53485047932979
Science,80.56398794323472
Science,74.14093744130204
Science,59.54261221288012
Science,73.73180925851182
Science,75.85317379728836
Science,63.16142563798867
Science,73.53725105945527
Science,72.58208718446
Science,60.57029702169377
English,80.86229888278626
English,82.48627621094587
English,86.66440994540221
English,86.43041641627923
English,66.97864505634327
English,70.49739968067902
English,82.12028213766928
English,82.11028760729766
English,82.12038149044838
English,100.0
English,82.56712408554533
English,87.08452512144478
English,85.63201410794562
English,83.21113001044638
English,75.47784604287723
English,84.07175376394613
English,71.81739828369942
English,76.10545114607993
English,74.11709161736717
English,78.65499311509058
English,96.51726853338806
English,63.06187845926601
English,83.4900815229961
English,65.09827303048279
English,74.22454507368454
English,86.71160477573893
English,78.5142401527637
English,69.37804177656555
English,72.27757032592025
English,83.4367819914774
English,72.1570669462629
English,79.7316687166558
English,78.3645747192305
English,72.78719721915347
English,95.1515527146026
English,83.07135217854409
English,61.798859306739146
English,79.49163451815542
English,72.70570828185289
English,84.81946667836979
English,71.65983409253839
English,77.0821084682648
English,82.03989823184365
English,84.92604155336097
English,68.3976287435538
English,75.32399011327242
English,74.20043751071235
English,72.7733661394103
English,92.12363392224877
English,81.23985368768764
English,67.91292836531964
English,85.34289557643821
English,94.97724957610106
English,86.25972208440918
English,65.8450402723679
English,74.12612741707
English,88.13528919349298
English,72.33864427504976
English,81.55055542516983
English,84.19707242743469
English,70.58455622737533
English,77.5237971515056
English,52.06986127944742
English,69.80489886932568
English,75.97945478885472
English,68.01773454428121
English,91.05929043145308
English,66.55886897631494
English,74.47964410642413
English,79.04592461828874
English,89.53018631252893
English,66.51310279056449
English,87.30531001723968
English,78.0818644881567
English,70.14793079161639
English,81.69682779410617
English,79.59247756458777
English,73.19826498272964
English,78.55841667992016
English,74.91749122510592
English,78.90813876200998
English,83.29704539616837
English,90.68813452916282
English,68.0974760093852
English,95.06426699725013
English,62.38329760381998
English,76.78571923971533
English,82.70653765187662
English,80.24793494188026
English,73.01840384143524
English,76.3350219971418
English,74.05599252272934
English,73.2850819444463
English,84.7968167761682
English,80.85612388772037
English,72.45672323791477
English,85.19679900346601
English,80.45839616701288
English,84.50289695071169
English,83.0370307353889
History,57.56507483616891
History,61.597284397045456
History,81.20940407684893
History,79.15555398150197
History,69.68647609053778
History,71.75991074963173
History,89.16497343682637
History,61.126429167462554
History,78.20646071755057
History,66.9671102134916
History,66.7347819515917
History,86.48165277980786
History,82.38124523482045
History,82.20264454000957
History,89.58218210731494
History,70.31505762449139
History,80.22929456942445
History,65.34599865109816
History,74.86249528732664
History,68.04785418448473
History,71.45493947489078
History,78.92735538155371
History,57.726689751497915
History,100.0
History,54.90973927750447
History,51.787170808184015
History,87.37166310250102
History,81.87494040944404
History,79.36179725578232
History,79.4251826389642
History,69.81629840729629
History,56.54118442771253
History,71.1370683729059
History,59.842574327318324
History,84.62679600126627
History,67.79413927746792
History,57.61754204811233
History,65.1792123752051
History,76.19397181413437
History,61.54413170794037
History,57.66669406650353
History,73.65530817237868
History,73.67449856663085
History,62.39585236943305
History,62.93442541572516
History,73.48074906036454
History,48.27873487754014
History,48.88804338435167
History,59.22333668121346
History,66.7982927243223
History,74.66361348397007
History,92.13034325424329
History,82.86489434803029
History,67.60092205054859
History,69.71475688145966
History,54.96205953043287
History,69.72230296011415
History,65.67012041619793
History,74.84077840507135
History,57.59153584671515
History,77.79019771361759
History,92.99108369503867
History,68.36859777314713
History,76.02567583148412
History,80.35215987566669
History,63.98169292171246
History,73.36138722715626
History,70.18888601172692
History,71.46514147823248
History,58.404853242168
History,70.36765261388415
History,77.46997436868175
History,91.76715411692562
History,84.3890623912781
History,100.0
History,58.489786556679256
History,83.08480955081018
History,72.75013008607527
History,100.0
History,57.87552571967273
History,57.40417236728836
History,61.009110318339665
History,38.141564135352894
History,62.113674674788584
History,58.61301007669453
History,72.25590679714311
History,75.12633963665739
History,98.14256258823829
History,84.25635757279075
History,61.346445165063955
History,56.52377992977463
History,77.37878757259759
History,50.196501894690364
History,97.47188148781531
History,87.69160181081931
History,62.962365218429426
History,44.30298206363683
History,90.3080856124812
History,68.28190232121074
History,88.56724467960193
